product_code,Business Unit,Type,Products Business Line Leader,Subtype,Product Name,Brand Name,Brand Manager
56768916,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,WEAPON OTHER,Weapon of Warning,ARCANTIC,Enthoril Murkywaters
56814452,COMMISSIONS,ADVENTURING EQUIPMENT,Bubbles,CLOAK,Verminshroud,ARCANTIC,Enthoril Murkywaters
56815038,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,BOOTS,Boots of Elvenkind,MYTHAL,Arentian Mythrandius
56829583,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Deck of Illusions,U.N.N.,Ruralion Baeneduren
56894927,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,TOOLS,Clockwork Amulet,MYTHAL,Arentian Mythrandius
56942912,ADVENTURING,POTIONS & SCROLLS,Bruno Notlot,SCROLL,Paper (one package) ,RED CURTAIN,Siras Invictus
57035703,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Pearl of Power,SABLE,Nundro Rockseeker
57052005,LUXURY SPECIALTIES,JEWELRY,Lanec Lot,RING,Ring of Spell Turning,ARCANTIC,Enthoril Murkywaters
57121344,ADVENTURING,MUSICAL INSTRUMENT,Balthazaar Viscari,STRING INSTRUMENT,Canaith mandolin,U.N.N.,Ruralion Baeneduren
57136107,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,IOUN STONE,Ioun Stone - Reserve,BORDERLANDS,Thaldrak Battlehammer
57163758,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,ARMOUR OTHER,Armour of Cold vulnerability,ARCANTIC,Enthoril Murkywaters
57229844,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,SPELL FOCUS,Sprig of mistletoe (Druidic focus),RED CURTAIN,Siras Invictus
57401716,ADVENTURING,POTIONS & SCROLLS,Bruno Notlot,SCROLL,Spell Gem (Amber),BORDERLANDS,Thaldrak Battlehammer
57434303,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,CONTAINER,Wand Sheath,U.N.N.,Ruralion Baeneduren
57535252,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,GOGGLES,Goggles of Night,ARCANTIC,Enthoril Murkywaters
57540858,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,MARTIAL MELEE WEAPON,Sunforger,MYTHAL,Arentian Mythrandius
57546818,ADVENTURING,TOOLS & KITS,Kay Glimshine,TOOLS,Chalk (Box of 50),RED CURTAIN,Siras Invictus
57551143,LUXURY SPECIALTIES,POTIONS & SCROLLS,Bruno Notlot,POTIONS & ALCHEMY,Potion of Clairvoyance,SABLE,Nundro Rockseeker
57671209,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Keoghtoms Ointment,BORDERLANDS,Thaldrak Battlehammer
57684385,LUXURY SPECIALTIES,TOOLS & KITS,Kay Glimshine,CONTAINER,Cauldron of Plenty,MYTHAL,Arentian Mythrandius
57728314,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,SURVIVAL & WILDERNESS,Rations (10 days) ,U.N.N.,Ruralion Baeneduren
57814712,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Ear Worm,SABLE,Nundro Rockseeker
57901673,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,MARTIAL MELEE WEAPON,Sword of Sharpness,ARCANTIC,Enthoril Murkywaters
57931789,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,AMMUNITION,Crossbow Bolts +1,U.N.N.,Ruralion Baeneduren
57976348,COMMISSIONS,ARMS & ARMOUR,T'avin T'soban,MARTIAL MELEE WEAPON,Holy Avenger,ARCANTIC,Enthoril Murkywaters
57980198,ADVENTURING,TOOLS & KITS,Kay Glimshine,TOOLS,"Pot, iron ",RED CURTAIN,Siras Invictus
58098552,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,SIMPLE MELEE WEAPON,Mace ,BORDERLANDS,Thaldrak Battlehammer
58109227,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,MARTIAL MELEE WEAPON,Hellsteel Martial Melee Weapon,BORDERLANDS,Thaldrak Battlehammer
58117155,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,SIMPLE MELEE WEAPON,Handaxe ,RED CURTAIN,Siras Invictus
58119397,ADVENTURING,JEWELRY,Lanec Lot,RING,Ring of Animal Influence,SABLE,Nundro Rockseeker
58189052,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,ROD,Rod of the Pact Keeper +2,U.N.N.,Ruralion Baeneduren
58194232,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,SHIELD,Shield +1,ARCANTIC,Enthoril Murkywaters
58384520,LUXURY SPECIALTIES,TOOLS & KITS,Kay Glimshine,TOOLS,Very Rare Crafting Components,MYTHAL,Arentian Mythrandius
58396427,LUXURY SPECIALTIES,JEWELRY,Lanec Lot,AMULET / NECKLACE,Necklace of Fireballs,RED CURTAIN,Siras Invictus
58417740,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,CLOAK,Robe of Stars,MYTHAL,Arentian Mythrandius
58487166,COMMISSIONS,POTIONS & SCROLLS,Bruno Notlot,SCROLL,Spell Scroll Level 9,U.N.N.,Ruralion Baeneduren
58513107,LUXURY SPECIALTIES,POTIONS & SCROLLS,Bruno Notlot,POTIONS & ALCHEMY,Potion of Possibility,MYTHAL,Arentian Mythrandius
58550170,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,IOUN STONE,Ioun Stone - Gunner,ARCANTIC,Enthoril Murkywaters
58574403,ADVENTURING,TOOLS & KITS,Kay Glimshine,TOOL KITS,Leatherworker’s tools ,BORDERLANDS,Thaldrak Battlehammer
58627821,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,ARMOUR OTHER,Armour of Force vulnerability,BORDERLANDS,Thaldrak Battlehammer
58654260,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,HELMET,Hat of Vermin,MYTHAL,Arentian Mythrandius
58683647,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Mystery Key,SABLE,Nundro Rockseeker
58758960,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,SPELL FOCUS,Fulminating Treatise,U.N.N.,Ruralion Baeneduren
58768110,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,LIGHT ARMOUR,Padded armour,RED CURTAIN,Siras Invictus
58932672,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,GAUNTLETS / GLOVES,Gloves of Swimming and Climbing,SABLE,Nundro Rockseeker
58975057,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,HEAVY ARMOUR,Heavy Armour +1,SABLE,Nundro Rockseeker
59074614,ADVENTURING,POTIONS & SCROLLS,Bruno Notlot,POTIONS & ALCHEMY,Mummy Rot Antidote,SABLE,Nundro Rockseeker
59087245,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,SIMPLE MELEE WEAPON,Mace of Terror,BORDERLANDS,Thaldrak Battlehammer
59111273,LUXURY SPECIALTIES,SUMMONING DEVICE,Gundren Rockseeker,SUMMONING DEVICE,Censer of Controlling Air Elementals,ARCANTIC,Enthoril Murkywaters
59158239,ADVENTURING,TOOLS & KITS,Kay Glimshine,TOOLS,Sealing wax ,RED CURTAIN,Siras Invictus
59174475,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,ARMOUR OTHER,Armour of Resistance,MYTHAL,Arentian Mythrandius
59211331,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,SHIELD,Sentinel Shield,SABLE,Nundro Rockseeker
59216979,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Kyrzins Ooze,U.N.N.,Ruralion Baeneduren
59325803,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Quiver of Ehlonna,SABLE,Nundro Rockseeker
59389554,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,MARTIAL MELEE WEAPON,Claws of the Umber Hulk,RED CURTAIN,Siras Invictus
59474256,LUXURY SPECIALTIES,SUMMONING DEVICE,Gundren Rockseeker,SUMMONING DEVICE,Quaals Feather Token,SABLE,Nundro Rockseeker
59525918,ADVENTURING,POTIONS & SCROLLS,Bruno Notlot,SCROLL,Scroll of Protection (Fey),ARCANTIC,Enthoril Murkywaters
59551551,ADVENTURING,ANIMALS & TRANSPORTATION,Shade Tabaxii,MOUNT,Exotic Saddle,RED CURTAIN,Siras Invictus
59561179,COMMISSIONS,ARMS & ARMOUR,T'avin T'soban,HELMET,Belashyrras Beholder Crown,SABLE,Nundro Rockseeker
59831191,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,LIGHT ARMOUR,Light Armour +1,SABLE,Nundro Rockseeker
59843046,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,SPELL FOCUS,Amulet of the Devout,RED CURTAIN,Siras Invictus
59948096,LUXURY SPECIALTIES,SUMMONING DEVICE,Gundren Rockseeker,SUMMONING DEVICE,Serpentine Owl of Wondrous Power,BORDERLANDS,Thaldrak Battlehammer
59954767,ADVENTURING,ANIMALS & TRANSPORTATION,Shade Tabaxii,MOUNT,Sled,BORDERLANDS,Thaldrak Battlehammer
59960843,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Shiftweave,SABLE,Nundro Rockseeker
60073101,COMMISSIONS,SUMMONING DEVICE,Gundren Rockseeker,SUMMONING DEVICE,Iron Flask (Empty),SABLE,Nundro Rockseeker
60078312,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,TOOLS,Cleansing Stone,BORDERLANDS,Thaldrak Battlehammer
60081359,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,MARTIAL MELEE WEAPON,Dancing Sword,SABLE,Nundro Rockseeker
60111510,ADVENTURING,TOOLS & KITS,Kay Glimshine,TOOLS,Healer’s kit ,BORDERLANDS,Thaldrak Battlehammer
60140754,ADVENTURING,JEWELRY,Lanec Lot,RING,Ring of the Ram,U.N.N.,Ruralion Baeneduren
60203975,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,MARTIAL MELEE WEAPON,Maul ,U.N.N.,Ruralion Baeneduren
60215159,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,SIMPLE MELEE WEAPON,Sickle,U.N.N.,Ruralion Baeneduren
60233892,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Orb of Shielding,MYTHAL,Arentian Mythrandius
60250163,ADVENTURING,POTIONS & SCROLLS,Bruno Notlot,SCROLL,Cast-off Armour Enchantment,SABLE,Nundro Rockseeker
60266923,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,MARTIAL RANGED WEAPON,Blowgun ,RED CURTAIN,Siras Invictus
60328994,COMMISSIONS,SUMMONING DEVICE,Gundren Rockseeker,RING,Ring of Water Elemental Command,U.N.N.,Ruralion Baeneduren
60398410,ADVENTURING,POTIONS & SCROLLS,Bruno Notlot,POTIONS & ALCHEMY,Potion of Stone Giant Strength,U.N.N.,Ruralion Baeneduren
60533710,ADVENTURING,ANIMALS & TRANSPORTATION,Shade Tabaxii,MOUNT,Wagon,RED CURTAIN,Siras Invictus
60553788,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,CLOTHING,Military Camoflage (Desert),BORDERLANDS,Thaldrak Battlehammer
60581544,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,SPELL FOCUS,Yew wand (Druidic focus),U.N.N.,Ruralion Baeneduren
60589732,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Crystal Ball of Telepathy,MYTHAL,Arentian Mythrandius
60634899,ADVENTURING,TOOLS & KITS,Kay Glimshine,TOOL KITS,Cartographer’s tools ,U.N.N.,Ruralion Baeneduren
60643587,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,ARMOUR OTHER,Armour of Poison Resistance,BORDERLANDS,Thaldrak Battlehammer
60652281,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,SIMPLE RANGED WEAPON,Sling ,U.N.N.,Ruralion Baeneduren
60653266,LUXURY SPECIALTIES,ANIMALS & TRANSPORTATION,Shade Tabaxii,MOUNT,Elephant,RED CURTAIN,Siras Invictus
60676982,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,SURVIVAL & WILDERNESS,Hunting trap ,U.N.N.,Ruralion Baeneduren
60683597,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,SPELL FOCUS,Outer Essence Shard,ARCANTIC,Enthoril Murkywaters
60696406,ADVENTURING,ANIMALS & TRANSPORTATION,Shade Tabaxii,MOUNT,Draft Horse,U.N.N.,Ruralion Baeneduren
60706444,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,ARMOUR OTHER,Armour of Cold Resistance,SABLE,Nundro Rockseeker
60773751,COMMISSIONS,ARMS & ARMOUR,T'avin T'soban,MARTIAL MELEE WEAPON,Greater Silver Sword,ARCANTIC,Enthoril Murkywaters
60800308,ADVENTURING,TOOLS & KITS,Kay Glimshine,GAMING SET,Three-Dragon Ante set,RED CURTAIN,Siras Invictus
60817963,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,ARMOUR OTHER,Armour of Lightning vulnerability,SABLE,Nundro Rockseeker
60832475,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Crystal Ball of Telepathy,ARCANTIC,Enthoril Murkywaters
60876100,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Galders Trusty Pipe,SABLE,Nundro Rockseeker
60889100,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,MEDIUM ARMOUR,Scale mail ,BORDERLANDS,Thaldrak Battlehammer
60895235,COMMISSIONS,ARMS & ARMOUR,T'avin T'soban,MARTIAL MELEE WEAPON,Windvayne,SABLE,Nundro Rockseeker
60977861,ADVENTURING,MUSICAL INSTRUMENT,Balthazaar Viscari,WIND INSTRUMENT,Bagpipes,U.N.N.,Ruralion Baeneduren
60987075,LUXURY SPECIALTIES,POTIONS & SCROLLS,Bruno Notlot,POTIONS & ALCHEMY,Potion of Cloud Giant Strength,SABLE,Nundro Rockseeker
61021933,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,LIGHT ARMOUR,Living Light Armour,MYTHAL,Arentian Mythrandius
61063953,ADVENTURING,POTIONS & SCROLLS,Bruno Notlot,POTIONS & ALCHEMY,Potion of Supreme Healing,ARCANTIC,Enthoril Murkywaters
61131566,COMMISSIONS,ADVENTURING EQUIPMENT,Bubbles,BELT / GIRDLE,Stormgirdle,SABLE,Nundro Rockseeker
61133675,ADVENTURING,TOOLS & KITS,Kay Glimshine,TOOL KITS,Forgery kit ,BORDERLANDS,Thaldrak Battlehammer
61136020,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,BOOTS,Winged Boots,RED CURTAIN,Siras Invictus
61143781,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,SPELL FOCUS,Rod,RED CURTAIN,Siras Invictus
61190302,COMMISSIONS,ADVENTURING EQUIPMENT,Bubbles,GAMING SET,Luxon Beacon,SABLE,Nundro Rockseeker
61200121,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,MARTIAL MELEE WEAPON,Scimitar ,RED CURTAIN,Siras Invictus
61260732,ADVENTURING,POTIONS & SCROLLS,Bruno Notlot,SCROLL,Scroll of Protection (Random),BORDERLANDS,Thaldrak Battlehammer
61380170,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Dust of Disappearance,MYTHAL,Arentian Mythrandius
61386037,LUXURY SPECIALTIES,ANIMALS & TRANSPORTATION,Shade Tabaxii,MOUNT,War Elephant,RED CURTAIN,Siras Invictus
61414624,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,HELMET,Crown of the Forest,RED CURTAIN,Siras Invictus
61427792,COMMISSIONS,JEWELRY,Lanec Lot,RING,Ring of Invisibility,ARCANTIC,Enthoril Murkywaters
61442485,ADVENTURING,TOOLS & KITS,Kay Glimshine,TOOLS,"Hammer, sledge ",U.N.N.,Ruralion Baeneduren
61486173,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,SIMPLE MELEE WEAPON,Dragontooth Dagger,ARCANTIC,Enthoril Murkywaters
61558123,LUXURY SPECIALTIES,POTIONS & SCROLLS,Bruno Notlot,POTIONS & ALCHEMY,Potion of Maximum Power,SABLE,Nundro Rockseeker
61559090,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,SIMPLE RANGED WEAPON,Shortbow ,RED CURTAIN,Siras Invictus
61564575,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,SIMPLE RANGED WEAPON,Shortbow ,U.N.N.,Ruralion Baeneduren
61611731,ADVENTURING,TOOLS & KITS,Kay Glimshine,TOOLS,"Mirror, steel ",U.N.N.,Ruralion Baeneduren
61666222,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,IOUN STONE,Ioun Stone - Fortitude,ARCANTIC,Enthoril Murkywaters
61716286,LUXURY SPECIALTIES,SUMMONING DEVICE,Gundren Rockseeker,SUMMONING DEVICE,Bronze Horn of Valhalla,SABLE,Nundro Rockseeker
61732232,COMMISSIONS,SUMMONING DEVICE,Gundren Rockseeker,SUMMONING DEVICE,Well of Many Worlds,SABLE,Nundro Rockseeker
61748128,LUXURY SPECIALTIES,POTIONS & SCROLLS,Bruno Notlot,SCROLL,Spell Gem (Star Ruby),U.N.N.,Ruralion Baeneduren
61783781,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Bead of Force,BORDERLANDS,Thaldrak Battlehammer
61866645,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,SPELL FOCUS,Feywild Shard,BORDERLANDS,Thaldrak Battlehammer
61893476,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,WAND,Wand of Magic Detection,MYTHAL,Arentian Mythrandius
61935743,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Needle of Mending,ARCANTIC,Enthoril Murkywaters
62067346,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,IOUN STONE,Ioun Stone - Protection,U.N.N.,Ruralion Baeneduren
62078402,ADVENTURING,MUSICAL INSTRUMENT,Balthazaar Viscari,WIND INSTRUMENT,Pan flute,U.N.N.,Ruralion Baeneduren
62298878,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,CLOTHING,Military Boots,BORDERLANDS,Thaldrak Battlehammer
62309145,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,SHIELD,Animated Shield,SABLE,Nundro Rockseeker
62376353,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Bag of Tricks,RED CURTAIN,Siras Invictus
62387478,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,CLOTHING,Robes ,BORDERLANDS,Thaldrak Battlehammer
62400753,ADVENTURING,POTIONS & SCROLLS,Bruno Notlot,POTIONS & ALCHEMY,Antitoxin (Crate),RED CURTAIN,Siras Invictus
62423182,LUXURY SPECIALTIES,ANIMALS & TRANSPORTATION,Shade Tabaxii,MOUNT,Elephant,U.N.N.,Ruralion Baeneduren
62504549,ADVENTURING,POTIONS & SCROLLS,Bruno Notlot,POTIONS & ALCHEMY,Potion of Resistance,SABLE,Nundro Rockseeker
62524112,ADVENTURING,ANIMALS & TRANSPORTATION,Shade Tabaxii,MOUNT,Wagon,U.N.N.,Ruralion Baeneduren
62738371,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,MEDIUM ARMOUR,Breastplate ,U.N.N.,Ruralion Baeneduren
62788827,COMMISSIONS,ARMS & ARMOUR,T'avin T'soban,HELMET,Black Dragon Mask,MYTHAL,Arentian Mythrandius
62820608,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,WAND,Wand of Fear,BORDERLANDS,Thaldrak Battlehammer
62823214,COMMISSIONS,ARMS & ARMOUR,T'avin T'soban,STAFF,Staff of the Magi,RED CURTAIN,Siras Invictus
62890116,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,CLOTHING,Butchers Bib,ARCANTIC,Enthoril Murkywaters
62891052,COMMISSIONS,ADVENTURING EQUIPMENT,Bubbles,CLOAK,Cloak of Invisibility,ARCANTIC,Enthoril Murkywaters
62930199,LUXURY SPECIALTIES,POTIONS & SCROLLS,Bruno Notlot,POTIONS & ALCHEMY,Potion of Fire Giant Strength,ARCANTIC,Enthoril Murkywaters
62954168,ADVENTURING,ANIMALS & TRANSPORTATION,Shade Tabaxii,LIVESTOCK,Cow,U.N.N.,Ruralion Baeneduren
63014314,LUXURY SPECIALTIES,POTIONS & SCROLLS,Bruno Notlot,SCROLL,Atlas of the Endless Horizon,ARCANTIC,Enthoril Murkywaters
63136397,ADVENTURING,TOOLS & KITS,Kay Glimshine,TOOL KITS,Weaver’s tools ,BORDERLANDS,Thaldrak Battlehammer
63183019,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,SPELL FOCUS,Orb,BORDERLANDS,Thaldrak Battlehammer
63199802,COMMISSIONS,SUMMONING DEVICE,Gundren Rockseeker,RING,Ring of Air Elemental Command,MYTHAL,Arentian Mythrandius
63332950,ADVENTURING,TOOLS & KITS,Kay Glimshine,TOOL KITS,Potter’s tools ,BORDERLANDS,Thaldrak Battlehammer
63336081,ADVENTURING,MUSICAL INSTRUMENT,Balthazaar Viscari,WIND INSTRUMENT,Pan flute,BORDERLANDS,Thaldrak Battlehammer
63357795,ADVENTURING,POTIONS & SCROLLS,Bruno Notlot,POTIONS & ALCHEMY,Restorative Ointment,MYTHAL,Arentian Mythrandius
63405689,ADVENTURING,POTIONS & SCROLLS,Bruno Notlot,POTIONS & ALCHEMY,Pipe of Smoke Monsters,SABLE,Nundro Rockseeker
63460913,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,CONTAINER,Chest of Preserving,BORDERLANDS,Thaldrak Battlehammer
63481073,ADVENTURING,TOOLS & KITS,Kay Glimshine,TOOL KITS,Leatherworker’s tools ,U.N.N.,Ruralion Baeneduren
63490165,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,ARMOUR OTHER,Armour of Psychic Resistance,SABLE,Nundro Rockseeker
63595859,COMMISSIONS,ARMS & ARMOUR,T'avin T'soban,MARTIAL MELEE WEAPON,Orcsplitter,SABLE,Nundro Rockseeker
63618193,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Paper Bird,ARCANTIC,Enthoril Murkywaters
63628997,ADVENTURING,TOOLS & KITS,Kay Glimshine,TOOL KITS,Mason’s tools ,BORDERLANDS,Thaldrak Battlehammer
63639694,ADVENTURING,ANIMALS & TRANSPORTATION,Shade Tabaxii,MOUNT,Riding Horse,BORDERLANDS,Thaldrak Battlehammer
63644428,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,MARTIAL MELEE WEAPON,Morningstar ,BORDERLANDS,Thaldrak Battlehammer
63646881,ADVENTURING,POTIONS & SCROLLS,Bruno Notlot,POTIONS & ALCHEMY,Potion of Healing,MYTHAL,Arentian Mythrandius
63692862,ADVENTURING,JEWELRY,Lanec Lot,RING,Band of Loyalty,SABLE,Nundro Rockseeker
63785484,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,SPELL FOCUS,Crystal,U.N.N.,Ruralion Baeneduren
63862139,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Nolzurs Marvelous Pigments,MYTHAL,Arentian Mythrandius
63909025,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Prosthetic Limb,ARCANTIC,Enthoril Murkywaters
63928053,LUXURY SPECIALTIES,POTIONS & SCROLLS,Bruno Notlot,SCROLL,Spell Scroll Level 8,ARCANTIC,Enthoril Murkywaters
64025976,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,STAFF,Staff of Defense,MYTHAL,Arentian Mythrandius
64189243,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,CLOTHING,Military Camoflage (Snow),U.N.N.,Ruralion Baeneduren
64202521,LUXURY SPECIALTIES,ANIMALS & TRANSPORTATION,Shade Tabaxii,MOUNT,Riding Dinosaur,BORDERLANDS,Thaldrak Battlehammer
64327019,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,ARMOUR OTHER,Armour of Radiant Resistance,SABLE,Nundro Rockseeker
64345379,LUXURY SPECIALTIES,SUMMONING DEVICE,Gundren Rockseeker,SUMMONING DEVICE,Feather of Diatryma Summoning,SABLE,Nundro Rockseeker
64390253,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,GOGGLES,Eyes of the Eagle,RED CURTAIN,Siras Invictus
64422794,ADVENTURING,JEWELRY,Lanec Lot,RING,Ring of Warmth,BORDERLANDS,Thaldrak Battlehammer
64443567,LUXURY SPECIALTIES,SUMMONING DEVICE,Gundren Rockseeker,SUMMONING DEVICE,Elemental Gem,SABLE,Nundro Rockseeker
64492758,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Hook of Fishers Delight,RED CURTAIN,Siras Invictus
64556694,ADVENTURING,MUSICAL INSTRUMENT,Balthazaar Viscari,STRING INSTRUMENT,Canaith mandolin,ARCANTIC,Enthoril Murkywaters
64692635,COMMISSIONS,ARMS & ARMOUR,T'avin T'soban,ARMOUR OTHER,Armour of Invulnerability,U.N.N.,Ruralion Baeneduren
64698005,ADVENTURING,ANIMALS & TRANSPORTATION,Shade Tabaxii,MOUNT,Bit & Bridle,U.N.N.,Ruralion Baeneduren
64732409,COMMISSIONS,JEWELRY,Lanec Lot,AMULET / NECKLACE,Necklace of Prayer Beads,MYTHAL,Arentian Mythrandius
64830455,ADVENTURING,ADVENTURING EQUIPMENT,Bubbles,SPELL FOCUS,Crystal,RED CURTAIN,Siras Invictus
64882316,ADVENTURING,ARMS & ARMOUR,T'avin T'soban,LIGHT ARMOUR,Studded leather armour,U.N.N.,Ruralion Baeneduren
64912584,LUXURY SPECIALTIES,ADVENTURING EQUIPMENT,Bubbles,MAGIC UTILITY,Gavel of the Venn Rune,SABLE,Nundro Rockseeker
64929611,COMMISSIONS,SUMMONING DEVICE,Gundren Rockseeker,RING,Ring of Earth Elemental Command,RED CURTAIN,Siras Invictus
64965298,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,SIMPLE RANGED WEAPON,Boomerang +3,RED CURTAIN,Siras Invictus
65031263,ADVENTURING,ANIMALS & TRANSPORTATION,Shade Tabaxii,MOUNT,Cart,BORDERLANDS,Thaldrak Battlehammer
65053857,ADVENTURING,TOOLS & KITS,Kay Glimshine,GAMING SET,Dice set,RED CURTAIN,Siras Invictus
65135836,COMMISSIONS,ARMS & ARMOUR,T'avin T'soban,MARTIAL MELEE WEAPON,Wave,U.N.N.,Ruralion Baeneduren
65163824,ADVENTURING,POTIONS & SCROLLS,Bruno Notlot,SCROLL,Spell Gem (Quartz),RED CURTAIN,Siras Invictus
65238164,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,SIMPLE RANGED WEAPON,Dwarven Thrower,SABLE,Nundro Rockseeker
65239979,LUXURY SPECIALTIES,ARMS & ARMOUR,T'avin T'soban,GOGGLES,Knaves Eyepatch,ARCANTIC,Enthoril Murkywaters
65247834,ADVENTURING,TOOLS & KITS,Kay Glimshine,TOOL KITS,Leatherworker’s tools ,RED CURTAIN,Siras Invictus
